Year,Country,BLUE_deforestation,H&C2023_deforestation,OSCAR_deforestation,BLUE_forest-regrowth,H&C2023_forest-regrowth,OSCAR_forest-regrowth,BLUE_wood-harvest,H&C2023_wood-harvest,OSCAR_wood-harvest,FAO_GFED4_peat,LPX-Bern_GFED4_peat,ORCHIDEE-PEAT-full_GFED4_peat,Mean_deforestation,Mean_forest-regrowth,Mean_wood-harvest,Mean_GFED4_peat,Per-capita_Per-capita territorial,Per-capita_Per-capita consumption
1950,BRA,153.14189,77.75951,131.18415,-4.77727,-23.25804,-7.48932,23.83263,0.25875,6.43332,0.09269,8.4062,4.40072,120.69518333333332,-11.841543333333334,10.1749,4.299869999999999,0.0994427108779747,
1951,BRA,173.32523,84.97891,147.70582,-4.18822,-23.25354,-7.46813,24.87311,0.27977,6.67658,0.09269,6.59767,3.49227,135.33665333333332,-11.636630000000002,10.60982,3.39421,0.106337141006173,
1952,BRA,184.56748,93.38389,156.37982,-3.75249,-23.24882,-7.55184,25.87436,0.30103,6.85331,0.09269,7.66029,4.01396,144.77706333333333,-11.517716666666663,11.009566666666666,3.922313333333333,0.118799222386677,
1953,BRA,191.95382,102.37819,163.94445,-3.36497,-23.2439,-7.60212,26.86335,0.32239,7.08665,0.09269,9.02692,4.67686,152.75882,-11.403663333333334,11.42413,4.598823333333333,0.116606229974452,
1954,BRA,199.18151,111.14515,171.6334,-3.1514,-23.23875,-7.60214,27.84403,0.34386,7.37736,0.09269,9.74945,5.03772,160.65335333333334,-11.330763333333332,11.855083333333331,4.959953333333333,0.133150809689956,
1955,BRA,204.21084,120.98935,180.53099,-2.91708,-23.2334,-7.61159,28.81955,0.36555,7.71978,0.09269,9.71702,5.06669,168.57706,-11.25402333333333,12.301626666666666,4.9588,0.148098725363361,
1956,BRA,208.62158,133.2428,189.12013,-2.72505,-23.22782,-7.61772,29.79339,0.38759,8.08273,0.09269,10.5336,5.41791,176.99483666666666,-11.190196666666669,12.75457,5.348066666666667,0.154558100548337,
1957,BRA,215.07299,144.22225,197.93718,-2.61077,-23.22202,-7.67575,30.77608,0.41014,8.26015,0.09269,10.77191,5.48357,185.74414,-11.169513333333333,13.14879,5.44939,0.147286554024302,
1958,BRA,221.42917,165.36531,208.34988,-2.43824,-23.21599,-7.76388,31.77189,0.43334,8.39256,0.09269,10.18112,5.27996,198.38145333333333,-11.13937,13.532596666666668,5.18459,0.155069173409353,
1959,BRA,228.99375,170.39422,219.01228,-2.267,-23.20974,-7.76584,32.78956,0.45736,8.75243,0.09269,10.00979,5.29332,206.13341666666668,-11.08086,13.999783333333337,5.1319333333333335,0.150234809031455,
1960,BRA,242.45837,198.28662,233.7583,-2.44999,-23.20331,-7.77584,33.79567,0.48239,9.15672,0.09269,11.21074,5.65147,224.83443,-11.143046666666663,14.47826,5.651633333333333,0.174943617364623,
1961,BRA,252.4303,218.50782,248.67277,-2.49677,-23.19675,-7.8406,35.84746,0.50863,9.6737,0.09269,11.7033,6.01871,239.8702966666667,-11.17804,15.343263333333333,5.938233333333333,0.178023253491936,
1962,BRA,260.14518,232.78054,260.79898,-2.50269,-23.19005,-7.87772,37.11798,0.57721,10.34212,0.09269,11.49876,5.88517,251.24156666666667,-11.190153333333331,16.01243666666667,5.82554,0.188564226369293,
1963,BRA,266.32588,242.15082,271.32238,-2.52859,-23.18322,-7.97537,37.52587,0.66184,10.21063,0.09269,11.38654,5.839,259.93302666666665,-11.22906,16.13278,5.772743333333334,0.189621007506321,
1964,BRA,268.39108,255.24913,277.88162,-2.57768,-23.17629,-8.04257,37.74673,0.54847,10.16807,0.09269,11.38561,5.9613,267.17394333333334,-11.265513333333333,16.154423333333334,5.813199999999999,0.187870842935524,
1965,BRA,270.69152,240.43624,275.28239,-2.69384,-23.16919,-8.12115,37.96753,0.45915,10.02771,0.09269,11.15999,5.66687,262.1367166666667,-11.32806,16.151463333333332,5.63985,0.181509926154625,
1966,BRA,271.14813,232.68826,268.36904,-2.80968,-23.16196,-8.18185,38.35576,0.42013,10.08941,0.09269,11.14962,5.64754,257.40181,-11.384496666666667,16.288433333333334,5.62995,0.201330443847914,
1967,BRA,271.99723,228.07039,260.29543,-2.92956,-23.15459,-8.23614,38.81349,0.47215,10.29013,0.09269,10.67758,5.41305,253.45435,-11.440096666666667,16.525256666666667,5.39444,0.201761338255745,
1968,BRA,273.08383,224.66089,252.3283,-3.06333,-23.14709,-8.24997,39.28251,0.57167,10.62282,0.09269,12.12897,6.13665,250.02434,-11.486796666666663,16.825666666666667,6.119436666666666,0.229943629904422,
1969,BRA,274.754,219.7805,247.92579,-3.15157,-23.13946,-8.46735,39.76687,0.68056,10.46252,0.09269,12.51029,6.25993,247.48676333333333,-11.586126666666669,16.96998333333333,6.287636666666667,0.244146840980454,
1970,BRA,276.95394,216.94223,241.05867,-3.24085,-23.13169,-8.54514,40.39031,0.79116,10.76451,0.09269,16.06222,8.45412,244.98494666666667,-11.639226666666667,17.315326666666667,8.20301,0.264764659292479,
1971,BRA,278.35564,213.98662,233.74236,-3.29033,-23.12379,-8.57484,40.82749,0.94779,11.1286,0.09269,12.97734,6.49562,242.02820666666665,-11.662986666666669,17.634626666666666,6.521883333333332,0.282793033213283,
1972,BRA,280.97047,210.69178,230.94482,-3.33345,-23.11575,-8.77072,40.84267,0.99305,10.7968,0.09269,10.83232,5.49372,240.86902333333333,-11.739973333333332,17.54417333333333,5.472909999999999,0.307513805725361,
1973,BRA,284.98657,207.23843,229.49445,-3.36477,-23.10758,-8.94291,40.84909,0.91552,10.46466,0.09269,8.4058,4.28481,240.57315,-11.805086666666666,17.409756666666667,4.2611,0.347678826326408,
1974,BRA,289.15458,198.02731,225.57611,-3.34361,-23.09927,-8.90631,40.93673,0.80335,10.71528,0.09269,10.47962,5.28157,237.586,-11.783063333333333,17.48512,5.284626666666667,0.367652201199399,
1975,BRA,295.1541,205.58294,224.98858,-3.34173,-23.09084,-9.02686,42.09935,0.82852,11.15815,0.09269,9.58407,4.84555,241.90854,-11.81981,18.028673333333334,4.84077,0.377440693419431,
1976,BRA,300.29037,201.79299,224.4881,-3.28088,-23.08226,-9.10933,43.23177,1.25924,11.98932,0.09269,11.01192,5.59236,242.19048666666663,-11.824156666666669,18.826776666666664,5.5656566666666665,0.37916753942845,
1977,BRA,305.93865,191.4925,228.02877,-3.24074,-23.07356,-9.36635,44.58965,1.62618,12.39287,0.09269,10.67362,5.37366,241.8199733333333,-11.89355,19.53623333333333,5.379989999999999,0.388916856748169,
1978,BRA,313.23783,178.52212,229.80658,-3.22236,-23.06472,-9.46461,46.94487,2.08723,13.65053,0.09269,11.76346,5.85052,240.5221766666667,-11.917230000000002,20.89421,5.902223333333333,0.414349614933255,
1979,BRA,318.76017,166.27502,232.77098,-3.16228,-23.05574,-9.60986,50.09265,2.77932,15.35669,0.09269,11.36389,5.66744,239.26872333333336,-11.942626666666667,22.742886666666664,5.708006666666666,0.429075855702511,
1980,BRA,330.63973,155.61917,238.72111,-2.98266,-23.0466,-9.81911,53.34079,3.70202,17.07218,0.09269,6.44984,3.40147,241.6600033333333,-11.949456666666668,24.704996666666663,3.314666666666667,0.415544274203772,
1981,BRA,337.46831,145.87803,243.90408,-2.83989,-23.03726,-9.89328,55.20153,4.64378,18.19877,0.09269,7.78626,4.07047,242.41680666666664,-11.923476666666668,26.01469333333333,3.98314,0.373568541488038,
1982,BRA,344.01791,137.43508,252.41607,-2.79333,-23.02772,-10.102,56.73096,5.12266,18.43573,0.09269,10.00733,5.13142,244.62302,-11.97435,26.763116666666672,5.077146666666667,0.365491356140545,
1983,BRA,345.55705,131.07948,260.71353,-2.79613,-23.01796,-10.29186,58.04748,5.25262,18.66064,0.09269,11.55933,5.85632,245.7833533333333,-12.035316666666668,27.320246666666662,5.836113333333333,0.345695822455111,
1984,BRA,343.99193,132.16328,268.77997,-2.88201,-23.00799,-10.4156,59.06993,5.39288,19.08115,0.09269,12.97857,6.59907,248.31172666666663,-12.101866666666666,27.847986666666667,6.556776666666667,0.341578115838635,
1985,BRA,223.30466,120.58983,240.10347,-7.32263,-22.99781,-10.46225,59.86121,5.31446,19.45288,0.09269,4.31516,2.3583,194.66598666666667,-13.59423,28.209516666666666,2.255383333333333,0.359377951579947,
1986,BRA,286.79312,103.80411,239.73345,-7.82916,-22.82247,-10.85104,60.77362,5.60713,19.66069,0.09269,6.48277,3.34267,210.11022666666668,-13.834223333333332,28.680480000000003,3.3060433333333337,0.385492320582457,
1987,BRA,308.21893,99.87858,284.97802,-8.65899,-23.46178,-11.71709,61.64776,6.21912,19.47505,0.09269,8.06386,4.13164,231.02517666666668,-14.61262,29.113976666666662,4.096063333333333,0.394576823873382,
1988,BRA,293.60312,85.17588,298.98207,-9.82086,-24.72066,-12.50289,62.28959,7.03084,19.77106,0.09269,8.30762,4.20697,225.92035666666663,-15.68147,29.69716333333333,4.202426666666667,0.390250196237264,
1989,BRA,275.94879,94.57036,303.53448,-11.03052,-25.49247,-13.27257,63.64048,7.62165,20.51543,0.09269,9.14281,4.62381,224.6845433333333,-16.59852,30.59252,4.61977,0.391069749411297,
1990,BRA,307.07603,118.35582,335.1331,-12.49637,-26.94065,-14.21644,63.54354,8.8464,20.3282,0.09269,5.45108,2.91529,253.52165,-17.884486666666668,30.906046666666665,2.819686666666667,0.395984401003822,0.444498667045764
1991,BRA,341.88202,147.40724,371.19394,-13.76529,-28.99601,-15.3746,64.18643,9.47499,19.96526,0.09269,8.20056,4.2114,286.82773333333336,-19.378633333333333,31.208893333333336,4.168216666666666,0.408301710340889,0.448426107440984
1992,BRA,367.87246,178.94726,387.5906,-14.88258,-31.58441,-16.62058,65.24039,10.18372,20.21706,0.09269,5.99445,3.22567,311.47010666666665,-21.02919,31.88039,3.10427,0.408950663053395,0.444429745482402
1993,BRA,335.48424,241.21801,415.06754,-15.66633,-34.66466,-18.0622,66.11356,11.063,20.3242,0.09899,3.38315,1.87983,330.58993000000004,-22.79773,32.50025333333334,1.7873233333333334,0.420834596796596,0.452154832388932
1994,BRA,447.66294,274.22504,468.72702,-19.2627,-39.12012,-19.65446,67.42636,11.88359,20.34318,0.09899,2.99491,1.71963,396.8716666666666,-26.012426666666663,33.217710000000004,1.60451,0.43063415764076,0.467697528222223
1995,BRA,438.46945,292.4468,502.95921,-20.88461,-43.52227,-21.84032,68.69523,12.83431,20.3101,0.09981,5.562,3.11885,411.29182,-28.749066666666664,33.94654666666667,2.926886666666667,0.448454278681542,0.498623810618252
1996,BRA,399.41744,303.5842,501.77591,-22.26832,-48.06795,-24.17606,69.34752,13.74782,20.27988,0.10051,9.88772,5.22162,401.59251666666665,-31.50411,34.45840666666667,5.06995,0.475558867878908,0.529267432583861
1997,BRA,441.36369,311.76668,512.29042,-23.72856,-52.55433,-26.86207,70.15266,14.75767,19.6231,0.10129,11.36539,5.9272,421.80693,-34.38165333333334,34.84447666666667,5.79796,0.497039021907518,0.554667183125704
1998,BRA,503.59654,316.94419,545.05897,-27.12863,-56.92139,-29.85728,71.03705,15.62841,18.7716,0.10373,17.28888,8.90394,455.1999,-37.969100000000005,35.14568666666667,8.765516666666665,0.506405208452257,0.557556747990093
1999,BRA,506.79894,316.03348,567.15125,-28.71678,-60.01524,-32.88286,74.92384,16.49325,21.41826,0.10832,5.88784,3.14785,463.32789,-40.538293333333336,37.611783333333335,3.0480033333333334,0.514833757295557,0.52404231822261
2000,BRA,443.00374,315.42994,567.77461,-29.8811,-59.44935,-37.06384,77.86434,18.87379,25.11197,0.10755,7.27739,3.80047,442.06943,-42.13143,40.6167,3.72847,0.527905506520102,0.543563788035076
2001,BRA,429.2089,320.9151,566.56373,-30.73735,-57.12904,-41.9105,78.01367,20.87788,27.32743,0.10779,2.01736,1.30163,438.89591,-43.25896333333333,42.072993333333336,1.14226,0.530142095786174,0.525424273866141
2002,BRA,461.72889,326.91344,597.00169,-31.27831,-50.21538,-46.8422,79.09837,21.34874,29.73289,0.10837,6.79088,3.68032,461.88134,-42.77863,43.39333333333334,3.526523333333333,0.525907423356538,0.501474369444726
2003,BRA,703.14943,329.45352,676.8579,-40.78193,-44.9542,-50.76449,87.05147,22.6623,35.24664,0.1089,18.92218,9.93826,569.8202833333334,-45.50020666666666,48.32013666666666,9.656446666666666,0.515046114347558,0.484241009116469
2004,BRA,503.9131,332.95125,683.07331,-42.44959,-40.64152,-56.70984,86.14743,25.89966,38.36685,0.12762,7.41697,3.82988,506.6458866666667,-46.60031666666666,50.13798,3.79149,0.534016672038549,0.497012654478196
2005,BRA,423.28373,336.04967,623.31878,-44.7802,-38.94891,-64.0554,83.50874,26.15298,36.03972,0.12762,6.11301,3.21608,460.88406,-49.26150333333334,48.567146666666666,3.152236666666667,0.532375015718662,0.511393285877869
2006,BRA,352.21929,342.62293,599.81193,-47.58275,-42.19088,-70.22606,80.85556,23.15239,33.79267,0.12762,1.89007,1.1582,431.55138333333326,-53.33322999999999,45.93354,1.05863,0.533174642189455,0.51924450024742
2007,BRA,313.20849,350.33648,585.56795,-49.95335,-46.16856,-77.36289,80.05512,26.31055,32.62193,0.12762,2.17025,1.38166,416.3709733333333,-57.82826666666667,46.32919999999999,1.22651,0.558746934334782,0.56217006126242
2008,BRA,269.89732,360.75908,578.32161,-52.12074,-51.84979,-83.4508,77.18683,28.86578,31.74125,0.12762,2.68287,1.62632,402.9926699999999,-62.47377666666667,45.931286666666665,1.4789366666666666,0.584513350118254,0.627809187745698
2009,BRA,238.62828,353.53141,565.99019,-54.24966,-56.49958,-90.44119,74.26004,29.22327,30.29883,0.12762,3.57346,1.96236,386.04996,-67.06347666666666,44.59404666666666,1.887813333333333,0.546889678000165,0.58063469243255
2010,BRA,209.56825,325.59526,545.53267,-57.08862,-59.1371,-97.55818,73.42624,29.17156,30.4219,0.12762,-0.906,-0.20717,360.23206,-71.26129999999999,44.3399,-0.3285166666666667,0.611961376653842,0.673890166153339
2011,BRA,192.10461,291.01619,522.74398,-59.91636,-60.74687,-103.71956,75.75432,32.02289,34.33107,0.12762,3.8183,2.1829,335.28826,-74.79426333333333,47.36942666666666,2.04294,0.637030086116073,0.715018506211792
2012,BRA,206.57152,261.57685,506.90193,-61.55534,-58.08974,-111.49715,78.455,34.55467,38.4922,0.12762,6.73175,3.97664,325.0167666666667,-77.04741,50.50062333333333,3.6120033333333335,0.680082628554296,0.755267094662088
2013,BRA,230.76925,233.04973,502.77856,-62.52227,-57.48618,-119.22623,77.9949,36.71961,39.4865,0.12762,7.73636,4.02581,322.19918,-79.74489333333334,51.40033666666667,3.963263333333334,0.720351559877277,0.799772399021701
2014,BRA,252.50438,216.63609,502.45839,-63.58352,-58.76852,-127.65718,76.04332,35.85099,37.42868,0.12762,10.16674,5.26811,323.86628666666667,-83.33640666666666,49.77433,5.18749,0.748382083467454,0.821383882664662
2015,BRA,280.64257,208.30317,516.05931,-64.74493,-63.53018,-136.14186,72.13091,35.68658,31.62827,0.12762,15.12897,7.67703,335.00168333333335,-88.13898999999999,46.48192,7.64454,0.704105150938875,0.729088548011109
2016,BRA,273.5948,200.66642,526.44493,-65.17998,-75.96889,-143.46186,66.96113,32.6915,27.76578,0.12828,12.32311,6.27339,333.56871666666666,-94.87024333333332,42.47280333333333,6.241593333333333,0.650120365488459,0.643685529461576
2017,BRA,241.11161,195.2243,510.12753,-67.74915,-85.46727,-151.1097,71.7213,35.7271,27.28588,0.1324,6.64345,3.54188,315.4878133333333,-101.44204,44.91142666666666,3.439243333333333,0.650714628353299,0.652537940488351
2018,BRA,189.89394,193.22718,479.08327,-72.13933,-91.28896,-158.48667,81.56424,34.8487,26.97412,0.13354,2.60772,1.57588,287.40146333333337,-107.30498666666666,47.79568666666666,1.4390466666666668,0.620736797893531,0.621168101864808
2019,BRA,276.01718,197.75541,500.11279,-70.50311,-97.46261,-166.88898,86.00886,36.30911,24.24484,0.13053,20.33843,10.23043,324.62846,-111.61823333333332,48.85427000000001,10.23313,0.610156169473736,0.614152502435862
2020,BRA,212.44501,202.22344,521.70406,-72.04984,-102.66021,-173.72842,86.64082,35.16247,20.95133,0.13053,14.43844,7.26978,312.12417,-116.14615666666668,47.58487333333333,7.279583333333334,0.569037460965101,0.547350953715288
2021,BRA,255.02394,165.07141,518.3069,-73.89164,-102.66021,-179.8204,88.49542,35.16247,19.5484,0.13053,6.59824,3.43719,312.80075000000005,-118.79075,47.73543,3.388653333333333,0.633148930369695,0.58860030505844
2022,BRA,246.16141,188.32708,518.08773,-75.01562,-102.66021,-188.02334,89.13766,35.16247,17.92159,0.13053,6.59824,3.43719,317.52540666666664,-121.89972333333333,47.40724,3.388653333333333,0.612843208310631,
1950,CHN,93.97493,100.68814,74.45937,-40.8413,-79.03599,-31.63164,32.92262,0.61616,17.31792,1.00943,72.28117,16.6506,89.70747999999999,-50.50297666666666,16.952233333333336,29.9804,0.0395533129206673,
1951,CHN,99.8746,89.20645,91.75113,-40.61633,-79.27528,-31.88865,34.17568,0.46085,18.06266,1.00943,67.14379,17.34091,93.61072666666666,-50.59342,17.566396666666666,28.498043333333328,0.0503417058188323,
1952,CHN,101.03418,79.45502,89.36576,-40.65879,-79.46241,-32.409,35.53572,0.22505,19.42084,1.00943,64.28106,16.26333,89.95165333333334,-50.8434,18.39387,27.184606666666664,0.0618356213280045,
1953,CHN,103.14539,72.33698,86.43933,-40.82188,-79.62575,-34.8692,36.8998,0.00316,19.34256,1.00943,61.48697,17.48734,87.30723333333333,-51.77227666666667,18.748506666666668,26.661246666666667,0.0632389051448786,
1954,CHN,106.22868,67.57295,82.85589,-41.21606,-79.75813,-35.87442,38.23308,-0.12568,22.26927,1.00943,61.99579,14.78407,85.55250666666666,-52.28287,20.125556666666665,25.92976333333333,0.0744277170192174,
1955,CHN,109.7824,64.05704,82.14235,-41.78447,-79.85093,-39.56245,39.57987,-0.15191,21.13009,1.00943,61.35376,17.6782,85.32726333333333,-53.73261666666667,20.186016666666664,26.680463333333336,0.0861867710835023,
1956,CHN,115.70296,60.73251,81.69671,-42.45145,-79.90236,-41.16002,40.95726,-0.17666,23.20464,1.00943,63.20088,15.6116,86.04406,-54.50461000000001,21.328413333333334,26.60730333333333,0.0955793422252782,
1957,CHN,119.07718,57.49295,83.04504,-42.69919,-79.91062,-43.94032,42.3773,-0.1999,23.70928,1.00943,63.2987,15.67423,86.53839,-55.51671,21.962226666666663,26.660786666666663,0.11080947768488,
1958,CHN,129.87214,55.24893,86.2252,-43.6317,-79.93226,-48.16619,43.78939,-0.2217,23.1434,1.00943,63.32665,17.98596,90.44875666666668,-57.24338333333333,22.23703,27.44068,0.222403516994337,
1959,CHN,171.78905,54.58017,90.05989,-44.2151,-80.30388,-50.92247,45.23775,-0.24211,24.93583,1.00943,70.70761,20.69469,105.47637000000002,-58.48048333333333,23.31049,30.80391,0.301371027775306,
1960,CHN,113.74026,53.76467,82.16453,-42.83529,-81.2919,-54.31362,46.65675,-0.26117,25.27813,1.00943,7.00921,16.07668,83.22315333333334,-59.48027,23.891236666666668,8.031773333333334,0.333266350009317,
1961,CHN,107.65216,51.86695,77.28999,-41.64206,-82.58298,-57.11897,48.78948,-0.27892,26.99013,1.00943,22.44798,18.13929,78.93636666666667,-60.44800333333333,25.166896666666663,13.865566666666666,0.237676020940781,
1962,CHN,104.26883,48.56731,81.60326,-40.37563,-83.79202,-58.90672,49.71679,-0.29536,27.74658,1.00943,10.88528,15.79675,78.14646666666667,-61.02479,25.722670000000004,9.230486666666666,0.188743377989111,
1963,CHN,100.83748,45.05153,82.72444,-39.12419,-84.61053,-61.73363,50.51904,-0.31034,26.82425,1.00943,12.63355,15.16856,76.20448333333333,-61.82278333333333,25.67765,9.603846666666668,0.182287223148675,
1964,CHN,103.60352,42.98591,86.23066,-37.93279,-85.15959,-62.53592,51.20239,-0.25613,28.88715,1.00943,16.8556,15.30621,77.60669666666666,-61.8761,26.611136666666667,11.05708,0.178428671861834,
1965,CHN,99.02952,41.56097,89.90762,-37.02896,-85.85631,-65.56992,51.63557,-0.09961,27.9308,1.00943,13.99845,16.1256,76.83270333333333,-62.818396666666665,26.488920000000004,10.377826666666666,0.188632626776345,
1966,CHN,96.93522,39.89953,90.74134,-36.1769,-86.63095,-68.40703,51.8924,0.02354,27.35845,1.00943,12.07078,16.73523,75.85869666666666,-63.73829333333333,26.424796666666666,9.93848,0.201846555780751,
1967,CHN,95.58935,37.95959,90.17712,-35.41942,-87.39847,-68.89395,52.02226,0.06518,28.8624,1.00943,11.94811,16.66423,74.57535333333333,-63.90394666666666,26.98328,9.873923333333332,0.165054495370279,
1968,CHN,101.65969,36.2661,95.14809,-34.53959,-87.40372,-71.78925,51.99904,0.16888,27.95497,1.00943,15.04451,17.54348,77.69129333333333,-64.57751999999999,26.70763,11.19914,0.173297498914177,
1969,CHN,102.48281,34.76687,99.78333,-33.70119,-87.73152,-72.71867,51.88289,0.26141,28.87386,1.00943,19.07135,15.72035,79.01100333333333,-64.71712666666667,27.00605333333333,11.93371,0.206945391350769,
1970,CHN,103.43288,33.4356,102.14514,-32.77363,-87.95135,-74.95265,51.74336,0.28228,28.92619,1.00943,23.78615,14.88449,79.67120666666666,-65.22587666666668,26.983943333333333,13.22669,0.26808735858006,
1971,CHN,102.75627,32.66384,103.66874,-31.88116,-88.16198,-78.44505,51.65471,0.46941,27.49639,1.00943,15.34479,15.74029,79.69628333333333,-66.16273,26.540170000000003,10.69817,0.294261877641637,
1972,CHN,109.59843,31.52941,108.46307,-30.98764,-87.82318,-80.37119,51.85005,1.08027,28.23968,1.00943,21.54758,16.59694,83.19697000000001,-66.39400333333333,27.05666666666667,13.051316666666663,0.306393092588451,
